CONTAINER_NUMBER,VESSEL_NAME,FREIGHT_FORWARDER,PLACE_OF_DISPATCH,PORT_OF_LOADING,PORT_OF_DISCHARGE,POST_PORT_OF_DISCHARGE,PLACE_OF_DISPATCH_DATE,PORT_OF_LOADING_DATE,PORT_OF_DISCHARGE_DATE,POST_PORT_OF_DISCHARGE_DATE,PREDICTED_DELIVERED_DATE,LAST_TRACKED_WITH_VESSEL,DELIVERED_FLAG,DELIVERED_DATE
TCNU9290436,MSC VEGA,Focus,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",7/7/21,8/7/21,31/8/21,29/8/21,2/9/21,1/9/21,Yes,3/9/21
CMAU5486040,,NINGBO YUE SHENG INTERNATIONAL,"Calipatria, California, United States",,,,16/9/21,16/9/21,,,,18/9/21,Yes,17/8/21
KOCU4976928,YM UNICORN,4px,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",14/7/21,15/7/21,15/9/21,15/9/21,2/10/21,25/9/21,Yes,29/9/21
TGBU5056230,EVER URANUS,CHUKONG,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",19/8/21,19/8/21,,12/10/21,16/10/21,19/10/21,Yes,21/10/21
SEKU4385795,GANG TONG 19,JAS,"Haiphong, Thanh Pho Hai Phong, Vietnam","Haiphong, Thanh Pho Hai Phong, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",14/8/21,25/8/21,13/10/21,21/10/21,20/10/21,14/10/21,Yes,26/10/21
XHCU5063985,,1st charter,,,,,,,,,,,Yes,15/11/21
DFSU6994487,,Axiom,,,,,,,,,20/8/21,,Yes,27/8/21
XHCU5064180,,1st charter,,,,,,,,,,,Yes,23/11/21
OOCU8168007,,CIF,,,,,,,,,25/8/21,,Yes,7/9/21
CMAU6254835,CMA CGM GEMINI,grenn ww,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",2/7/21,6/7/21,18/8/21,4/9/21,8/9/21,7/9/21,Yes,10/9/21
TEMU8620425,MSC APOLLO,eastrong,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",15/7/21,16/7/21,24/8/21,1/1/00,10/9/21,26/8/21,Yes,3/9/21
TRHU6863775,MSC DANIT,KB,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Los Angeles, California, United States","Los Angeles, California, United States",28/6/21,2/7/21,29/8/21,,15/9/21,8/9/21,Yes,9/9/21
FFAU2170523,TAICHUNG,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",10/8/21,17/8/21,23/10/21,13/11/21,15/11/21,11/11/21,Yes,17/11/21
TCKU6210258,SUI FU HANG 68,cif,"Huangpu, Guangdong Sheng, China","Huangpu, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",1/7/21,1/7/21,24/8/21,4/9/21,8/9/21,4/9/21,Yes,13/9/21
TXGU6150048,SHUN FENG 2018,arrtime,"Zhuhai, Guangdong Sheng, China","Zhuhai, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",17/9/21,17/9/21,2/11/21,1/1/00,9/11/21,7/11/21,,9/11/21
OOLU9686389,CMA CGM RIVOLI,,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Hamburg, Free and Hanseatic City of Hamburg, Germany","Hamburg, Free and Hanseatic City of Hamburg, Germany",21/4/21,29/4/21,28/5/21,31/5/21,14/6/21,21/4/21,,
OOLU8639567,APL CHANGI,,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Rotterdam, Provincie Zuid-Holland, Netherlands","Rotterdam, Provincie Zuid-Holland, Netherlands",15/4/21,25/4/21,19/5/21,21/5/21,5/6/21,21/4/21,,
CAIU4904754,MSC AURIGA,GWW,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",28/5/21,29/5/21,19/7/21,16/7/21,5/8/21,30/7/21,Yes,20/7/21
TGBU4784009,,cif,,,,,,,,,17/8/21,,Yes,25/8/21
DTXU9004740,,cif,,,,,,,,,9/8/21,,Yes,10/8/21
OOLU7877030,,,,,,,,,,,10/8/21,,Yes,18/8/21
DFSU6850134,OOCL SOUTHAMPTON,CIF,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",25/7/21,9/8/21,7/9/21,15/9/21,15/9/21,11/9/21,Yes,16/9/21
ZCSU7922024,ZIM HOUSTON,,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China",,"Dallas, Texas, United States",9/8/21,13/8/21,,1/1/00,29/9/21,30/9/21,Yes,29/9/21
BMOU4355551,CMA CGM J.ADAMS,LF,"Thuan An, Tinh Quang Nam, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",28/9/21,1/10/21,15/11/21,29/11/21,29/11/21,29/11/21,Yes,30/11/21
CMAU5598878,CMA CGM NEW JERSEY,Axiom,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",2/7/21,3/7/21,26/7/21,30/7/21,3/8/21,3/8/21,Yes,4/8/21
BEAU5337178,MSC DAMLA,NINGBO YUE SHENG INTERNATIONAL,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States",,29/6/21,30/6/21,17/8/21,,3/9/21,18/9/21,Yes,19/8/21
EITU1334562,CMA CGM ALMAVIVA,NINGBO YUE SHENG INTERNATIONAL,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",3/8/21,3/8/21,,1/1/00,5/1/00,31/8/21,Yes,9/9/21
OOLU8294383,,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",24/8/21,24/8/21,21/9/21,27/9/21,29/9/21,28/9/21,Yes,30/9/21
TCLU1931268,,Yuesheng,,,,,,,,,,,,
XHCU5064934XHCU5064934,,,,,,,,,,,,,,
FLSU6004655,,1st charter,,,,,,,,,5/11/21,,Yes,5/11/21
XHCU5063814,,1st charter,,,,,,,,,10/11/21,,Yes,11/11/21
SKYU8077568,,YIHUIDA,,,,,,,,,20/12/21,,Yes,20/12/21
SKYU8074511,,YIHUIDA,,,,,,,,,20/12/21,,Yes,20/12/21
FLSU6004465,,1st charter,,,,,,,,,4/11/21,,Yes,4/11/21
KKFU8021733,ONE MODERN,Eastrong,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/7/21,3/8/21,5/9/21,1/1/00,22/9/21,6/9/21,Yes,10/9/21
CBHU6363509,,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",5/9/21,5/9/21,21/9/21,30/9/21,1/10/21,2/10/21,Yes,4/10/21
TCNU3856824,COSCO SHIPPING AQUARIUS,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/9/21,18/9/21,10/10/21,17/10/21,18/10/21,14/10/21,Yes,20/10/21
TGBU9606102,TAICHUNG,,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",4/6/21,4/6/21,8/8/21,14/8/21,14/8/21,16/8/21,Yes,17/8/21
NYKU5123286,ONE MARVEL,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",19/8/21,4/9/21,5/10/21,1/1/00,11/10/21,7/10/21,Yes,12/10/21
TGBU4488645,ONE MOTIVATOR,Yuesheng,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/9/21,17/9/21,27/10/21,1/1/00,28/10/21,27/10/21,Yes,29/10/21
CSNU6443670,GOTTFRIED SCHULTE,arttime,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",6/9/21,8/9/21,12/10/21,1/1/00,18/10/21,12/10/21,Yes,20/10/21
TLLU5836875,,sumec,,,,,,,,,,,Yes,21/9/21
TEMU8167704,CMA CGM MARCO POLO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",28/6/21,1/7/21,10/8/21,16/8/21,16/8/21,24/8/21,Yes,19/8/21
HLBU3079533,YM WHOLESOME,JAS,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",3/7/21,9/7/21,12/8/21,16/8/21,20/8/21,23/8/21,Yes,24/8/21
OOCU7640741,,cif,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",28/8/21,28/8/21,17/9/21,22/9/21,23/9/21,21/9/21,Yes,23/9/21
MEDU5678082,SOL DELTA,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",30/6/21,30/6/21,12/9/21,18/9/21,21/9/21,18/9/21,Yes,21/9/21
TEMU7832055,CMA CGM MEXICO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",25/10/21,29/10/21,21/12/21,27/12/21,29/12/21,22/12/21,Yes,6/1/22
TCKU4381225,MOL PRESTIGE,JAS,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",27/5/21,7/6/21,22/6/21,20/7/21,20/7/21,24/8/21,Yes,27/7/21
CCLU7681401,,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",10/9/21,10/9/21,26/9/21,3/10/21,4/10/21,2/10/21,Yes,4/10/21
CCLU7366225,COSCO ITALY,AXIOM,"Taichung, Taiwan, Taiwan","Kaohsiung, Kaohsiung, Taiwan","Long Beach, California, United States",,27/4/21,10/5/21,13/6/21,,30/6/21,20/6/21,Yes,23/6/21
BSIU9469613,ONE MANEUVER,Yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/9/21,9/9/21,21/10/21,1/1/00,26/10/21,25/10/21,Yes,25/10/21
CBHU9162468,OOCL UTAH,cif,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",15/8/21,2/9/21,19/9/21,26/9/21,30/9/21,25/9/21,Yes,29/9/21
TCLU2950567,YM TRAVEL,JAS,"Dallas, Texas, United States","Los Angeles, California, United States","Qingdao, Shandong Sheng, China","Qingdao, Shandong Sheng, China",17/8/21,21/9/21,8/10/21,2/8/21,25/10/21,24/8/21,Yes,5/8/21
FSCU8316150,ZHONG HANG SHENG,,"Qingdao, Shandong Sheng, China","Qingdao, Shandong Sheng, China","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam",22/4/21,27/4/21,3/5/21,3/5/21,20/5/21,21/4/21,,
TGBU7971030,COSCO NETHERLANDS,Axiom,"Dallas, Texas, United States","Long Beach, California, United States","Ho Chi Minh City, Ho Chi Minh City, Vietnam","LONBEAEPI, California, United States",8/7/21,19/7/21,19/8/21,5/7/21,5/9/21,18/9/21,Yes,28/6/21
MRKU5996150,MAERSK KOLKATA,sumec,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",21/7/21,29/7/21,9/9/21,,26/9/21,22/9/21,Yes,23/9/21
DRYU6068757,ONE MOTIVATOR,Yuesheng,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/9/21,17/9/21,26/10/21,1/1/00,28/10/21,25/10/21,Yes,29/10/21
SKYU8069372,,YIHUIDA,,,,,,,,,17/12/21,,Yes,17/12/21
SKYU8069351,,YIHUIDA,,,,,,,,,17/12/21,,Yes,17/12/21
HASU4312301,CONTI MAKALU,sumec,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",11/7/21,12/7/21,17/9/21,,4/10/21,18/9/21,Yes,21/9/21
TXGU5771816,EVER URANUS,CHUKONG,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",19/8/21,19/8/21,,7/10/21,11/10/21,12/10/21,Yes,19/10/21
TRHU6860544,MSC TRIESTE,JAS,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",26/6/21,3/7/21,4/9/21,13/9/21,15/9/21,14/9/21,Yes,8/10/21
OOLU8197336,MOL EARNEST,,"Chongqing, Chongqing Shi, China","Ningbo, Zhejiang Sheng, China","Tema, Greater Accra Region, Ghana","Tema, Greater Accra Region, Ghana",14/3/21,23/3/21,26/4/21,27/4/21,13/5/21,21/4/21,,
TEMU8299110,MSC SONIA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",20/7/21,22/7/21,6/9/21,12/9/21,16/9/21,14/9/21,Yes,20/9/21
CAXU9353548,MAERSK SEVILLE,sumec,"Wuxi, Jiangsu Sheng, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",15/7/21,16/7/21,21/8/21,,7/9/21,22/9/21,Yes,24/9/21
OOLU9907957OOLU9907957,,,,,,,,,,,,,,
OOCU7001967,OOCL LUXEMBOURG,,"Bouse, Arizona, United States","Long Beach, California, United States","Dammam, Eastern Province, Saudi Arabia","Dammam, Eastern Province, Saudi Arabia",9/3/21,24/3/21,16/5/21,17/5/21,2/6/21,21/4/21,,
CSNU7250001,OOCL SOUTHAMPTON,cif,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",25/7/21,9/8/21,7/9/21,15/9/21,19/9/21,11/9/21,Yes,17/9/21
CSNU7076142,OOCL TAIPEI,CIF,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",10/8/21,22/8/21,11/9/21,18/9/21,17/9/21,17/9/21,Yes,13/1/22
NYKU4977655,ONE MAGNIFICENCE,YUE SHENG,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",3/8/21,20/8/21,28/9/21,1/1/00,29/9/21,30/9/21,Yes,29/9/21
MSMU7694466,MSC BEATRICE,Focus,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",30/7/21,30/7/21,13/9/21,19/9/21,22/9/21,18/9/21,Yes,24/9/21
OOLU9525580,OOCL TOKYO,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",8/8/21,28/8/21,17/9/21,25/9/21,24/9/21,21/9/21,Yes,23/9/21
TCLU9894104,MSC BEATRICE,Focus,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",30/7/21,31/7/21,14/9/21,19/9/21,21/9/21,18/9/21,Yes,23/9/21
TCNU1416615,MSC LAUREN,GWW,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",9/6/21,10/6/21,17/7/21,15/7/21,3/8/21,26/7/21,Yes,21/7/21
CMAU7072389,CMA CGM JULES VERNE,LF,"Thuan An, Tinh Quang Nam, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",9/9/21,11/9/21,31/10/21,6/11/21,9/11/21,4/11/21,Yes,12/11/21
GESU6607932,CMA CGM JULES VERNE,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",9/9/21,14/9/21,31/10/21,6/11/21,8/11/21,4/11/21,Yes,9/11/21
MRKU6322841,MAERSK SEVILLE,sumec,"Wuxi, Jiangsu Sheng, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",15/7/21,16/7/21,21/8/21,,7/9/21,22/9/21,Yes,22/9/21
MSKU0982109,MAERSK KOLKATA,sumec,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",21/7/21,29/7/21,8/9/21,,25/9/21,22/9/21,Yes,23/9/21
CSNU6116889,,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",10/9/21,10/9/21,26/9/21,3/10/21,4/10/21,5/10/21,Yes,4/10/21
TXGU5508630,EVER FRONT,Alpha,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",1/9/21,1/9/21,,30/9/21,4/10/21,16/10/21,Yes,7/10/21
TEMU7995601,COSCO VENICE,Yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",23/9/21,19/10/21,14/11/21,15/11/21,16/11/21,15/11/21,Yes,16/11/21
TGBU7906604,COSCO PIRAEUS,LFL,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",1/9/21,3/9/21,8/10/21,1/1/00,12/10/21,7/10/21,Yes,13/10/21
FFAU2304324,COSCO SPAIN,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",19/9/21,21/9/21,26/10/21,3/11/21,5/11/21,3/11/21,Yes,8/11/21
FSCU8642053,OOCL SOUTHAMPTON,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",29/8/21,21/9/21,5/10/21,13/10/21,12/10/21,12/10/21,Yes,13/10/21
OOCU7900216,COSCO PORTUGAL,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",19/9/21,24/9/21,15/10/21,20/10/21,25/10/21,21/10/21,Yes,25/10/21
OOCU8201698,XIN WEI HAI,Yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",9/8/21,24/8/21,20/9/21,1/1/00,23/9/21,21/9/21,Yes,23/9/21
OOLU9174171,OOCL SOUTHAMPTON,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",29/8/21,21/9/21,5/10/21,13/10/21,12/10/21,9/10/21,Yes,14/10/21
OOCU6826074,COSCO NETHERLANDS,cif,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",10/8/21,20/8/21,10/9/21,18/9/21,20/9/21,17/9/21,Yes,20/9/21
MSMU7868146,MSC ALTAIR,MSC,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Long Beach, California, United States","Long Beach, California, United States",24/7/21,29/7/21,29/9/21,6/10/21,10/10/21,19/10/21,Yes,22/10/21
TGBU7883941,THALASSA DOXA,YUE SHENG,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Savannah, Georgia, United States","Savannah, Georgia, United States",18/9/21,24/9/21,18/10/21,,4/11/21,18/9/21,Yes,15/7/21
OOCU7725622,COSCO SHIPPING AQUARIUS,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",23/8/21,7/9/21,8/10/21,16/10/21,15/10/21,9/10/21,Yes,18/10/21
OOLU7809680,OOCL TAIPEI,AXIOM,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",19/9/21,2/10/21,20/10/21,28/10/21,29/10/21,25/10/21,Yes,29/10/21
XHCU5229443,,2nd Charter,,,,,,,,,28/12/21,,,
OOLU9907957,COSCO SHIPPING AQUARIUS,CIF,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/9/21,18/9/21,8/10/21,18/10/21,20/10/21,9/10/21,Yes,26/10/21
TGBU7711984,COSCO ITALY,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",4/9/21,10/9/21,26/9/21,6/10/21,5/10/21,5/10/21,Yes,5/10/21
TRLU7471479,CMA CGM PANAMA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",21/8/21,27/8/21,9/10/21,16/10/21,18/10/21,16/10/21,Yes,19/10/21
EITU1148336,OOCL CHONGQING,CIF,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","New York City, New York, United States","New York City, New York, United States",6/8/21,6/8/21,,,,2/10/21,Yes,7/10/21
CMAU7394913,CMA CGM T.ROOSEVELT,Axiom,"Dallas, Texas, United States","Los Angeles, California, United States","Manila, National Capital Region, Philippines","Manila, National Capital Region, Philippines",7/7/21,21/7/21,14/9/21,17/9/21,1/10/21,18/9/21,Yes,30/6/21
TCNU9065646,ONE MAXIM,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",15/9/21,24/9/21,29/10/21,1/1/00,8/11/21,25/10/21,Yes,8/11/21
HLXU6494263,ALS MARS,JAS,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",28/7/21,1/8/21,15/9/21,20/9/21,22/9/21,21/9/21,Yes,27/9/21
CSNU6427140,CSCL SOUTH CHINA SEA,KB,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States",,26/8/21,28/8/21,10/12/21,,27/12/21,17/12/21,Yes,17/12/21
TRHU6554570,MSC NILA,Axiom,"Semarang, Provinsi Jawa Tengah, Indonesia","Semarang, Provinsi Jawa Tengah, Indonesia","Novorossiysk, Krasnodarskiy Kray, Russia",,9/9/21,10/9/21,27/10/21,,13/11/21,18/9/21,Yes,24/6/21
MEDU4965410,MSC AURIGA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",30/5/21,31/5/21,27/7/21,24/7/21,26/7/21,24/8/21,Yes,2/8/21
UETU5113260,OOCL NEW YORK,,"Taoyuan, , Taiwan","Kaohsiung, Kaohsiung, Taiwan","Seattle, Washington, United States","Portland, Oregon, United States",13/5/21,14/6/21,1/7/21,19/7/21,23/7/21,18/9/21,Yes,11/1/21
HLXU8009393,ALS MARS,JAS,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",28/7/21,1/8/21,15/9/21,20/9/21,22/9/21,21/9/21,Yes,22/9/21
JXLU7805440,MSC DAMLA,INTERNATIONAL,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States",,29/6/21,30/6/21,19/8/21,,5/9/21,18/9/21,Yes,25/8/21
PCIU9108320,APL SENTOSA,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",4/8/21,9/8/21,17/9/21,25/9/21,29/9/21,28/9/21,Yes,29/9/21
